id	name	namespace	T4_mean	T7_mean	T4A	T4B	T4C	T7A	T7B	T7C
GO:0004647	phosphoserine phosphatase activity	molecular_function	0.367317	0.29124266666666665	0.453036	0.388699	0.260216	0.379841	0.348792	0.145095
GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	molecular_function	76.06063333333333	24.23699	64.717	81.3638	82.1011	30.0663	38.8084	3.83627
GO:0004652	polynucleotide adenylyltransferase activity	molecular_function	1e-5	0.024748366666666664	1e-5	1e-5	1e-5	0.0742451	1e-5	1e-5
GO:0004654	polyribonucleotide nucleotidyltransferase activity	molecular_function	98.71736666666666	53.96203333333333	96.85	102.988	96.3141	56.928	69.6844	35.2737
GO:0004655	porphobilinogen synthase activity	molecular_function	22.286466666666666	9.520885333333334	29.1318	18.7636	18.964	11.1226	17.2936	0.146456
GO:0004657	proline dehydrogenase activity	molecular_function	1e-5	0.0021225533333333333	1e-5	1e-5	1e-5	1e-5	1e-5	0.00636766
GO:0004658	propionyl-CoA carboxylase activity	molecular_function	24.908566666666665	28.26546666666667	20.2805	28.76	25.6852	20.9167	24.1489	39.7308
GO:0004659	prenyltransferase activity	molecular_function	65.64953333333334	56.96516666666667	75.1739	60.2769	61.4978	52.4815	60.4989	57.9151
GO:0004664	prephenate dehydratase activity	molecular_function	44.3026	11.303456666666666	46.1078	38.0421	48.7579	13.3233	18.4487	2.13837
GO:0004665	prephenate dehydrogenase (NADP+) activity	molecular_function	61.12903333333333	11.161069999999999	58.5705	63.1192	61.6974	12.9249	16.9319	3.62641
GO:0004672	protein kinase activity	molecular_function	238.55433333333335	212.1214	270.261	247.208	198.194	288.997	264.399	82.9682
GO:0004673	protein histidine kinase activity	molecular_function	259.2473333333333	69.84296666666667	238.539	275.351	263.852	82.1481	109.279	18.1018
GO:0004674	protein serine/threonine kinase activity	molecular_function	130.91933333333333	45.626599999999996	132.252	132.321	128.185	51.0405	61.5723	24.267
GO:0004683	calmodulin-dependent protein kinase activity	molecular_function	0.008224866666666667	0.0185359	0.0246746	1e-5	1e-5	1e-5	1e-5	0.0556077
GO:0004712	protein serine/threonine/tyrosine kinase activity	molecular_function	0.13486486666666667	0.1237944	0.0888996	0.178984	0.136711	0.0620212	0.192435	0.116927
GO:0004713	protein tyrosine kinase activity	molecular_function	1e-5	0.03778476666666667	1e-5	1e-5	1e-5	0.0892204	1e-5	0.0241339
GO:0004715	non-membrane spanning protein tyrosine kinase activity	molecular_function	0.7138893333333333	0.10304976666666667	1.2931	0.434058	0.41451	0.150339	0.0778049	0.0810054
GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	molecular_function	0.08015086666666667	0.30412633333333333	1e-5	0.0430586	0.19739399999999999	0.714034	1e-5	0.198345
GO:0004721	phosphoprotein phosphatase activity	molecular_function	36.512	34.6333	31.86	43.6273	34.0487	34.6039	43.7269	25.5691
GO:0004722	protein serine/threonine phosphatase activity	molecular_function	96.1541	38.82293333333333	97.1181	95.2539	96.0903	53.3818	47.8396	15.2474
GO:0004725	protein tyrosine phosphatase activity	molecular_function	97.56073333333333	51.92246666666667	112.96	101.396	78.3262	65.5947	70.367	19.8057
GO:0004730	pseudouridylate synthase activity	molecular_function	2.0700833333333333	2.9306133333333335	1.87404	2.60042	1.73579	3.26796	3.38192	2.14196
GO:0004731	purine-nucleoside phosphorylase activity	molecular_function	70.012200000000007	34.998133333333335	72.4447	73.6396	63.9523	35.7072	38.8967	30.3905
GO:0004733	pyridoxamine-phosphate oxidase activity	molecular_function	139.213	40.828716666666665	182.261	119.456	115.922	55.7947	61.2934	5.39805
GO:0004735	pyrroline-5-carboxylate reductase activity	molecular_function	43.646966666666664	14.291346666666668	37.9231	43.2229	49.7949	19.5061	20.7372	2.63074
GO:0004736	pyruvate carboxylase activity	molecular_function	6.08971	5.55557	5.31845	7.02226	5.92842	6.13248	6.56217	3.97206
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	molecular_function	0.09298966666666666	0.66068	1e-5	0.10259	0.176379	1e-5	1e-5	1.98204
GO:0004743	pyruvate kinase activity	molecular_function	98.76706666666666	158.73516666666666	90.918	114.013	91.3702	221.728	172.006	82.4715
GO:0004746	riboflavin synthase activity	molecular_function	23.035833333333333	7.242283333333333	18.8649	24.0623	26.1803	6.95806	13.4274	1.34139
GO:0004747	ribokinase activity	molecular_function	1.7519	2.7453366666666668	2.71194	1.03469	1.50907	3.79218	2.57876	1.86507
GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	molecular_function	49.86053333333333	45.865566666666666	41.7677	51.2294	56.5845	40.6825	48.3415	48.5727
GO:0004749	ribose phosphate diphosphokinase activity	molecular_function	153.79233333333335	45.869033333333334	149.163	158.062	154.152	47.9149	63.8724	25.8198
GO:0004750	ribulose-phosphate 3-epimerase activity	molecular_function	57.94296666666667	10.338046666666667	70.8909	46.561	56.377	8.44522	17.1768	5.39212
GO:0004751	ribose-5-phosphate isomerase activity	molecular_function	275.584	100.09403333333333	317.351	258.034	251.367	124.917	125.483	49.8821
GO:0004756	selenide, water dikinase activity	molecular_function	10.38078	10.624326666666667	12.1338	10.591	8.41754	13.667	11.4487	6.75728
GO:0004760	serine-pyruvate transaminase activity	molecular_function	6.668003333333333	7.010315	4.29156	7.65503	8.05742	8.1666	12.1893	0.675045
GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	molecular_function	39.836866666666666	5.111433333333333	40.5462	41.0562	37.9082	5.09463	8.3528	1.88687
GO:0004765	shikimate kinase activity	molecular_function	166.32833333333332	31.61474	273.978	70.8	154.207	28.9213	58.3682	7.55472
GO:0004766	spermidine synthase activity	molecular_function	122.746	102.02466666666666	107.879	141.2	119.159	103.968	101.487	100.619
GO:0004775	succinate-CoA ligase (ADP-forming) activity	molecular_function	0.1242047	0.14248159999999999	0.0682351	0.210171	0.094208	0.0935055	0.0984813	0.235458
GO:0004777	succinate-semialdehyde dehydrogenase (NAD+) activity	molecular_function	1e-5	0.02606203333333333	1e-5	1e-5	1e-5	1e-5	1e-5	0.0781861
GO:0004781	sulfate adenylyltransferase (ATP) activity	molecular_function	1e-5	0.059383	1e-5	1e-5	1e-5	1e-5	1e-5	0.178149
GO:0004783	sulfite reductase (NADPH) activity	molecular_function	1e-5	0.03983433333333333	1e-5	1e-5	1e-5	1e-5	1e-5	0.119503
GO:0004784	superoxide dismutase activity	molecular_function	0.964137	2.67708	0.676271	1.15297	1.06317	1.8808	1.27629	4.87415
GO:0004788	thiamine diphosphokinase activity	molecular_function	2.62222	4.144153333333334	2.53226	2.80879	2.52561	3.07797	3.55924	5.79525
GO:0004789	thiamine-phosphate diphosphorylase activity	molecular_function	2.4274	3.477265666666667	2.70114	2.32566	2.2554	6.74746	3.12984	0.554497
GO:0004791	thioredoxin-disulfide reductase activity	molecular_function	86.5334	66.96226666666666	71.0648	87.2444	101.291	63.4653	73.3668	64.0547
GO:0004792	thiosulfate sulfurtransferase activity	molecular_function	0.05796200000000001	1.2043366666666666	0.173886	1e-5	1e-5	1e-5	2.16575	1.44726
GO:0004794	L-threonine ammonia-lyase activity	molecular_function	1e-5	0.0950332	1e-5	1e-5	1e-5	0.0536766	1e-5	0.231423
GO:0004795	threonine synthase activity	molecular_function	133.27733333333333	41.23019333333333	142.377	126.084	131.371	53.8604	60.0156	9.81458
GO:0004797	thymidine kinase activity	molecular_function	14.942466666666666	15.9656	12.0016	18.8738	13.952	14.601	14.4913	18.8045
GO:0004798	thymidylate kinase activity	molecular_function	22.104466666666667	8.856596666666666	20.7716	22.1419	23.3999	10.5069	8.03234	8.03055
GO:0004799	thymidylate synthase activity	molecular_function	66.02846666666667	16.819346666666668	71.0197	64.2457	62.82	19.7148	26.1716	4.57164
GO:0004801	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity	molecular_function	143.37666666666667	264.05966666666666	152.303	149.254	128.573	341.745	314.936	135.498
GO:0004802	transketolase activity	molecular_function	1e-5	0.008798066666666667	1e-5	1e-5	1e-5	1e-5	1e-5	0.0263942
GO:0004803	transposase activity	molecular_function	321.32166666666666	149.28536666666665	327.09	308.305	328.57	182.093	207.17	58.5931
GO:0004805	trehalose-phosphatase activity	molecular_function	0.0480944	0.172074	1e-5	0.0672356	0.0770476	0.139198	0.217079	0.159945
GO:0004807	triose-phosphate isomerase activity	molecular_function	442.1286666666667	163.3283	362.008	464.138	500.24	200.672	212.122	77.1909
GO:0004808	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity	molecular_function	1e-5	0.008725166666666668	1e-5	1e-5	1e-5	1e-5	1e-5	0.0261755
GO:0004809	tRNA (guanine-N2-)-methyltransferase activity	molecular_function	0.18237933333333334	0.4040626666666666	0.215377	0.181545	0.150216	1.08255	1e-5	0.129638
GO:0004810	tRNA adenylyltransferase activity	molecular_function	28.1672	7.42781	23.6007	31.5835	29.3174	7.55085	11.1752	3.55738
GO:0004812	aminoacyl-tRNA ligase activity	molecular_function	54.52843333333333	30.6002	52.6354	52.7466	58.2033	29.2281	47.4323	15.1402
GO:0004813	alanine-tRNA ligase activity	molecular_function	115.05766666666666	53.874	111.282	126.937	106.954	59.1364	63.3028	39.1828
GO:0004814	arginine-tRNA ligase activity	molecular_function	128.82633333333334	73.29906666666666	106.315	144.357	135.807	82.7605	81.1343	56.0024
GO:0004815	aspartate-tRNA ligase activity	molecular_function	19.839366666666667	20.709866666666667	18.0065	21.13	20.3816	21.0763	18.8851	22.1682
GO:0004816	asparagine-tRNA ligase activity	molecular_function	57.604733333333336	28.681	54.4351	59.5325	58.8466	29.1304	37.2307	19.6819
GO:0004817	cysteine-tRNA ligase activity	molecular_function	30.829800000000002	16.353833333333334	23.7617	32.9913	35.7364	13.8677	19.893	15.3008
GO:0004818	glutamate-tRNA ligase activity	molecular_function	46.70473333333334	20.106533333333335	40.3179	50.7212	49.0751	19.5978	21.199	19.5228
GO:0004819	glutamine-tRNA ligase activity	molecular_function	56.3499	11.781413333333333	49.6799	62.2455	57.1243	13.4457	19.5644	2.33414
GO:0004820	glycine-tRNA ligase activity	molecular_function	75.58933333333333	24.45146666666667	72.6769	72.6562	81.4349	22.9982	29.2836	21.0726
GO:0004821	histidine-tRNA ligase activity	molecular_function	45.99066666666667	23.903833333333335	40.7507	47.2497	49.9716	22.8885	32.2198	16.6032
GO:0004822	isoleucine-tRNA ligase activity	molecular_function	29.732966666666666	39.706833333333336	26.2191	32.2157	30.7641	27.5199	36.2954	55.3052
GO:0004823	leucine-tRNA ligase activity	molecular_function	99.23356666666666	41.2396	89.7567	103.367	104.577	40.1434	48.628	34.9474
GO:0004824	lysine-tRNA ligase activity	molecular_function	88.29673333333334	37.90346666666667	83.2609	89.7818	91.8475	28.9729	45.396	39.3415
GO:0004825	methionine-tRNA ligase activity	molecular_function	42.23976666666667	24.104733333333332	33.9336	44.9001	47.8856	21.7407	23.1781	27.3954
GO:0004826	phenylalanine-tRNA ligase activity	molecular_function	75.27133333333333	53.647866666666665	60.4386	83.5725	81.8029	54.7231	61.5136	44.7069
GO:0004827	proline-tRNA ligase activity	molecular_function	76.11366666666667	32.512166666666666	72.7008	79.6589	75.9813	30.0157	43.043	24.4778
GO:0004828	serine-tRNA ligase activity	molecular_function	49.8609	16.15596	47.3497	53.2104	49.0226	15.8953	22.8286	9.74398
GO:0004829	threonine-tRNA ligase activity	molecular_function	120.01063333333333	78.45643333333334	92.6179	135.064	132.35	78.2368	102.467	54.6655
GO:0004830	tryptophan-tRNA ligase activity	molecular_function	65.44163333333333	23.787733333333332	59.9526	69.0807	67.2916	20.8027	34.2073	16.3532
GO:0004831	tyrosine-tRNA ligase activity	molecular_function	30.957966666666664	8.41163	26.5799	33.3056	32.9884	9.56417	13.212	2.45872
GO:0004832	valine-tRNA ligase activity	molecular_function	30.0575	41.1333	26.5781	33.9471	29.6473	38.9705	32.3909	52.0385
GO:0004834	tryptophan synthase activity	molecular_function	211.74733333333333	56.68343333333333	184.541	200.231	250.47	58.2156	76.923	34.9117
GO:0004837	tyrosine decarboxylase activity	molecular_function	0.16144033333333335	0.05813996666666667	1e-5	0.115025	0.369296	1e-5	0.148609	0.0258109
GO:0004844	uracil DNA N-glycosylase activity	molecular_function	1e-5	0.10504200000000001	1e-5	1e-5	1e-5	1e-5	1e-5	0.315126
GO:0004845	uracil phosphoribosyltransferase activity	molecular_function	191.22833333333332	79.59003333333334	210.061	180.233	183.391	100.679	103.989	34.1021
GO:0004849	uridine kinase activity	molecular_function	29.6603	32.0739	29.9562	30.6211	28.4036	25.477	45.4046	25.3401
GO:0004850	uridine phosphorylase activity	molecular_function	0.035227666666666664	0.0264104	0.105683	1e-5	1e-5	1e-5	1e-5	0.0792312
GO:0004851	uroporphyrin-III C-methyltransferase activity	molecular_function	26.1599	7.000931199999999	32.3801	22.693	23.4066	8.00954	12.9279	0.0653536
GO:0004852	uroporphyrinogen-III synthase activity	molecular_function	26.171733333333332	7.083587	32.3801	22.7285	23.4066	8.14323	12.9279	0.179631
GO:0004853	uroporphyrinogen decarboxylase activity	molecular_function	59.0152	107.56301666666667	57.2473	59.1935	60.6048	166.82	155.443	0.42605
GO:0004854	xanthine dehydrogenase activity	molecular_function	0.024027800000000002	0.016146	0.0720834	1e-5	1e-5	1e-5	1e-5	0.048438
GO:0004855	xanthine oxidase activity	molecular_function	0.0039669	1e-5	0.0119007	1e-5	1e-5	1e-5	1e-5	1e-5
GO:0004856	xylulokinase activity	molecular_function	0.008257200000000001	0.024830633333333334	0.0247716	1e-5	1e-5	1e-5	1e-5	0.0744919
GO:0004866	endopeptidase inhibitor activity	molecular_function	1e-5	0.0018552100000000001	1e-5	1e-5	1e-5	1e-5	1e-5	0.00556563
GO:0004871	signal transducer activity	molecular_function	426.65633333333335	93.23859999999999	388.923	436.335	454.711	115.392	103.371	60.9528
GO:0004872	receptor activity	molecular_function	0.049597	0.13618366666666668	0.148791	1e-5	1e-5	0.306498	1e-5	0.102053
GO:0004984	olfactory receptor activity	molecular_function	0.029978166666666667	0.24712133333333333	0.0899345	1e-5	1e-5	0.379841	1e-5	0.361523
GO:0005048	signal sequence binding	molecular_function	0.04636333333333333	0.06519966666666667	0.13909	1e-5	1e-5	1e-5	1e-5	0.195599
GO:0005198	structural molecule activity	molecular_function	657.831	50.979166666666664	577.716	684.212	711.565	54.2393	52.5408	46.1574
GO:0005215	transporter activity	molecular_function	759.8986666666667	974.8656666666667	732.315	814.669	732.712	980.806	748.621	1195.17
GO:0005216	ion channel activity	molecular_function	69.46233333333333	60.6616	79.7315	71.0274	57.6281	60.8524	80.209	40.9234
GO:0005247	voltage-gated chloride channel activity	molecular_function	22.86466666666667	11.80567	27.938	21.7038	18.9522	12.5762	16.2138	6.62701
GO:0005262	calcium channel activity	molecular_function	1e-5	0.029351199999999997	1e-5	1e-5	1e-5	1e-5	1e-5	0.0880536
GO:0005267	potassium channel activity	molecular_function	1e-5	0.0185683	1e-5	1e-5	1e-5	1e-5	1e-5	0.0557049
GO:0005304	L-valine transmembrane transporter activity	molecular_function	1e-5	0.08980333333333333	1e-5	1e-5	1e-5	1e-5	1e-5	0.26941
GO:0005315	inorganic phosphate transmembrane transporter activity	molecular_function	32.704033333333335	58.571733333333334	25.7227	39.2943	33.0951	22.8459	28.4383	124.431
GO:0005328	neurotransmitter:sodium symporter activity	molecular_function	25.248233333333335	58.9494	25.5205	27.5648	22.6594	41.6894	27.1758	107.983
GO:0005337	nucleoside transmembrane transporter activity	molecular_function	1e-5	0.014882166666666667	1e-5	1e-5	1e-5	1e-5	1e-5	0.0446465
GO:0005344	oxygen transporter activity	molecular_function	1e-5	0.0155627	1e-5	1e-5	1e-5	1e-5	1e-5	0.0466881
GO:0005345	purine nucleobase transmembrane transporter activity	molecular_function	5.847063333333334	7.74099	3.99521	5.76994	7.77604	5.65101	4.17556	13.3964
GO:0005351	sugar:proton symporter activity	molecular_function	13.829236666666667	47.36076666666667	8.78741	14.3406	18.3597	28.6952	20.5231	92.864
GO:0005354	galactose transmembrane transporter activity	molecular_function	1e-5	0.011819866666666666	1e-5	1e-5	1e-5	1e-5	1e-5	0.0354596
GO:0005355	glucose transmembrane transporter activity	molecular_function	1e-5	0.07205483333333333	1e-5	1e-5	1e-5	0.140506	1e-5	0.0756585
GO:0005363	maltose transmembrane transporter activity	molecular_function	37.586600000000004	114.21360000000001	48.4664	38.6514	25.642	144.991	63.4878	134.162
GO:0005384	manganese ion transmembrane transporter activity	molecular_function	8.05485	1.5637876666666668	9.28078	5.30007	9.5837	0.525489	3.44363	0.722244
GO:0005385	zinc ion transmembrane transporter activity	molecular_function	0.0258172	0.03796466666666667	0.0774516	1e-5	1e-5	0.113894	1e-5	1e-5
GO:0005388	calcium-transporting ATPase activity	molecular_function	24.880366666666667	19.300733333333334	23.8316	26.083	24.7265	21.4531	20.2817	16.1674
GO:0005415	nucleoside:sodium symporter activity	molecular_function	1e-5	0.015384466666666666	1e-5	1e-5	1e-5	1e-5	1e-5	0.0461534
GO:0005451	monovalent cation:proton antiporter activity	molecular_function	51.76733333333333	87.81893333333333	40.1699	66.8379	48.2942	55.0211	36.0767	172.359
GO:0005506	iron ion binding	molecular_function	13134.933333333332	12480.34	16106.8	11036.2	12261.8	14153.7	17413.2	5874.12
GO:0005507	copper ion binding	molecular_function	579.1313333333334	200.76656666666668	727.419	443.035	566.94	233.029	301.665	67.6057
GO:0005509	calcium ion binding	molecular_function	125.0253	23.51764	178.511	100.804	95.7609	28.4955	32.1759	9.88152
GO:0005524	ATP binding	molecular_function	13816.033333333333	8169.8533333333335	13349.4	14015.8	14082.9	8619.61	8938.68	6951.27
GO:0005525	GTP binding	molecular_function	2739.6366666666668	1108.81	2509.89	2759.84	2949.18	1126.04	1346.5	853.89
GO:0005528	FK506 binding	molecular_function	1e-5	0.034366	1e-5	1e-5	1e-5	1e-5	1e-5	0.103098
GO:0005534	galactose binding	molecular_function	1e-5	0.04015833333333333	1e-5	1e-5	1e-5	1e-5	1e-5	0.120475
GO:0005542	folic acid binding	molecular_function	3.7521433333333336	32.3704	4.76219	4.42169	2.07255	45.4751	12.9166	38.7195
GO:0005543	phospholipid binding	molecular_function	1e-5	0.016672566666666666	1e-5	1e-5	1e-5	1e-5	1e-5	0.0500177
GO:0008026	ATP-dependent helicase activity	molecular_function	0.12359276666666667	0.11451033333333334	0.181324	0.0809953	0.108459	0.22481	0.0581553	0.0605657
GO:0008047	enzyme activator activity	molecular_function	2.09923	3.5895966666666665	1.84513	2.86908	1.58348	6.11376	1.42733	3.2277
GO:0008073	ornithine decarboxylase inhibitor activity	molecular_function	1e-5	0.0570823	1e-5	1e-5	1e-5	0.072937	1e-5	0.0983099
GO:0008080	N-acetyltransferase activity	molecular_function	443.50333333333333	85.38663333333334	505.924	363.85	460.736	86.2902	116.49	53.3797
GO:0008081	phosphoric diester hydrolase activity	molecular_function	1e-5	0.019216399999999998	1e-5	1e-5	1e-5	1e-5	1e-5	0.0576492
GO:0008094	DNA-dependent ATPase activity	molecular_function	277.674	169.2754	280.782	280.496	271.744	215.153	200.034	92.6392
GO:0008097	5S rRNA binding	molecular_function	93.99176666666666	52.50476666666667	91.244	106.061	84.6703	39.2528	69.2967	48.9648
GO:0008106	alcohol dehydrogenase (NADP+) activity	molecular_function	0.0247716	0.035087	0.0743148	1e-5	1e-5	1e-5	1e-5	0.105261
GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity	molecular_function	15.219	9.615300000000001	12.0259	18.278	15.3531	5.45755	13.7924	9.59595
GO:0008113	peptide-methionine (S)-S-oxide reductase activity	molecular_function	5.896626666666666	3.438076666666667	9.24485	3.33096	5.11407	2.76349	4.97825	2.57249
GO:0008115	sarcosine oxidase activity	molecular_function	18.581533333333333	21.808433333333333	16.4641	21.2332	18.0473	19.3698	21.0834	24.9721
GO:0008121	ubiquinol-cytochrome-c reductase activity	molecular_function	1.8824366666666668	0.49924066666666667	2.41028	1.54104	1.69599	0.539201	0.787664	0.170857
GO:0008131	primary amine oxidase activity	molecular_function	1e-5	0.0228782	1e-5	1e-5	1e-5	1e-5	1e-5	0.0686346
GO:0008134	transcription factor binding	molecular_function	1e-5	0.0143637	1e-5	1e-5	1e-5	1e-5	1e-5	0.0430911
GO:0008137	NADH dehydrogenase (ubiquinone) activity	molecular_function	659.1136666666666	200.52566666666667	623.254	658.6	695.487	194.803	277.482	129.292
GO:0008138	protein tyrosine/serine/threonine phosphatase activity	molecular_function	1e-5	0.06625786666666666	1e-5	1e-5	1e-5	0.177945	1e-5	0.0208286
GO:0008143	poly(A) binding	molecular_function	0.9664086666666667	1.534092	0.947335	0.460601	1.49129	1.62162	2.22096	0.759696
GO:0008168	methyltransferase activity	molecular_function	770.2233333333334	424.05766666666665	744.428	763.712	802.53	498.277	536.732	237.164
GO:0008170	N-methyltransferase activity	molecular_function	7.06643	8.983606666666667	4.84902	8.58624	7.76403	9.05695	12.183	5.71087
GO:0008171	O-methyltransferase activity	molecular_function	5.161386666666666	0.8905869999999999	4.95522	5.09589	5.43305	0.36897	2.00458	0.298211
GO:0008173	RNA methyltransferase activity	molecular_function	130.123	66.0087	133.631	126.149	130.589	56.8976	62.4136	78.7149
GO:0008175	tRNA methyltransferase activity	molecular_function	19.500833333333333	4.520549666666667	25.6325	16.4713	16.3987	6.28341	6.57398	0.704259
GO:0008176	tRNA (guanine-N7-)-methyltransferase activity	molecular_function	46.73636666666667	19.03809	51.0667	48.1098	41.0326	21.4238	28.1802	7.51027
GO:0008177	succinate dehydrogenase (ubiquinone) activity	molecular_function	1e-5	0.027698533333333334	1e-5	1e-5	1e-5	1e-5	1e-5	0.0830956
GO:0008184	glycogen phosphorylase activity	molecular_function	70.01283333333333	17.120466666666665	63.0364	66.9233	80.0788	15.9337	19.177	16.2507
GO:0008186	RNA-dependent ATPase activity	molecular_function	100.25103333333334	70.114	85.7461	108.893	106.114	79.552	72.1542	58.6358
GO:0008198	ferrous iron binding	molecular_function	87.8302	68.863	88.2437	99.2615	75.9854	73.359	66.9811	66.2489
GO:0008199	ferric iron binding	molecular_function	452.66766666666666	266.8593333333333	521.323	362.901	473.779	280.451	275.561	244.566
GO:0008233	peptidase activity	molecular_function	461.93566666666663	286.6503333333333	500.693	449.565	435.549	303.083	272.723	284.145
GO:0008234	cysteine-type peptidase activity	molecular_function	123.76866666666666	75.67756666666666	128.528	124.486	118.292	81.924	96.3913	48.7174
GO:0008235	metalloexopeptidase activity	molecular_function	4.61277	0.974073	5.22299	4.02984	4.5854799999999996	0.726528	1.84039	0.355301
GO:0008236	serine-type peptidase activity	molecular_function	276.85433333333333	194.88633333333334	274.135	274.449	281.979	179.155	196.898	208.606
GO:0008237	metallopeptidase activity	molecular_function	255.34166666666667	210.50566666666666	198.212	287.98	279.833	246.054	188.44	197.023
GO:0008239	dipeptidyl-peptidase activity	molecular_function	4.61277	0.946067	5.22299	4.02984	4.5854799999999996	0.688639	1.84039	0.309172
GO:0008251	tRNA-specific adenosine deaminase activity	molecular_function	1e-5	0.02288633333333333	1e-5	1e-5	1e-5	1e-5	1e-5	0.068659
GO:0008252	nucleotidase activity	molecular_function	0.029449933333333334	0.038851666666666666	0.0883498	1e-5	1e-5	0.116555	1e-5	1e-5
GO:0008253	5'-nucleotidase activity	molecular_function	71.2318	172.90460000000002	70.4739	73.5935	69.628	126.106	78.9888	313.619
GO:0008254	3'-nucleotidase activity	molecular_function	1e-5	0.053887	1e-5	1e-5	1e-5	0.161661	1e-5	1e-5
GO:0008263	pyrimidine-specific mismatch base pair DNA N-glycosylase activity	molecular_function	1e-5	0.09083233333333333	1e-5	1e-5	1e-5	1e-5	1e-5	0.272497
GO:0008270	zinc ion binding	molecular_function	2447.7166666666667	1065.7450000000001	2526.42	2388.9	2427.83	1221.71	1306.46	669.065
GO:0008271	secondary active sulfate transmembrane transporter activity	molecular_function	213.27266666666665	72.08998333333334	207.385	204.608	227.825	101.512	113.725	1.03295
GO:0008273	calcium, potassium:sodium antiporter activity	molecular_function	1e-5	0.029351199999999997	1e-5	1e-5	1e-5	1e-5	1e-5	0.0880536
GO:0008276	protein methyltransferase activity	molecular_function	64.67013333333334	32.32933333333333	68.3095	67.8746	57.8263	33.4719	41.3588	22.1573
GO:0008289	lipid binding	molecular_function	881.0756666666667	401.5901666666667	808.765	901.344	933.118	444.885	688.862	71.0235
GO:0008296	3'-5'-exodeoxyribonuclease activity	molecular_function	1e-5	0.01772625	1e-5	1e-5	1e-5	0.0450612	1e-5	0.00811755
GO:0008310	single-stranded DNA 3'-5' exodeoxyribonuclease activity	molecular_function	1e-5	0.023530466666666666	1e-5	1e-5	1e-5	0.0705914	1e-5	1e-5
GO:0008312	7S RNA binding	molecular_function	46.125566666666664	24.809533333333334	48.3257	47.9919	42.0591	26.5458	33.6807	14.2021
GO:0008320	protein transmembrane transporter activity	molecular_function	1e-5	0.20713533333333334	1e-5	1e-5	1e-5	1e-5	1e-5	0.621406
GO:0008324	cation transmembrane transporter activity	molecular_function	133.94513333333333	143.11133333333333	99.9484	139.2	162.687	131.749	102.417	195.168
GO:0008375	acetylglucosaminyltransferase activity	molecular_function	1e-5	0.012795166666666668	1e-5	1e-5	1e-5	0.0383855	1e-5	1e-5
GO:0008381	mechanically-gated ion channel activity	molecular_function	1e-5	0.04426566666666667	1e-5	1e-5	1e-5	1e-5	1e-5	0.132797
GO:0008408	3'-5' exonuclease activity	molecular_function	193.635	144.73	198.769	189.648	192.488	153.56	133.618	147.012
GO:0008409	5'-3' exonuclease activity	molecular_function	44.02583333333333	12.766523333333334	46.6433	40.0766	45.3576	15.8033	18.9304	3.56587
GO:0008410	CoA-transferase activity	molecular_function	1e-5	0.007582866666666667	1e-5	1e-5	1e-5	1e-5	1e-5	0.0227486
GO:0008412	4-hydroxybenzoate octaprenyltransferase activity	molecular_function	1e-5	0.0544067	1e-5	1e-5	1e-5	0.0623821	1e-5	0.100838
GO:0008413	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity	molecular_function	2.6497833333333336	0.7116153333333334	2.23481	3.08639	2.62815	1.64873	0.189728	0.296388
GO:0008417	fucosyltransferase activity	molecular_function	0.023187	0.04353666666666667	0.069561	1e-5	1e-5	1e-5	1e-5	0.13061
GO:0008422	beta-glucosidase activity	molecular_function	366.75166666666667	134.462	329.343	390.901	380.011	199.836	159.011	44.539
GO:0008425	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	0.03555133333333333	1e-5	0.106654	1e-5	1e-5	1e-5	1e-5	1e-5
GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	molecular_function	71.9133	20.062086666666666	67.4362	71.5545	76.7492	25.0534	30.4238	4.70906
GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity	molecular_function	34.997800000000005	66.4999	35.0114	37.693600000000004	32.2884	65.1811	40.6153	93.7033
GO:0008452	RNA ligase activity	molecular_function	35.0921	28.537533333333332	31.2452	38.0577	35.9734	28.5783	27.7125	29.3218
GO:0008453	alanine-glyoxylate transaminase activity	molecular_function	31.520166666666668	25.719966666666668	22.471	38.9397	33.1498	31.8029	25.3463	20.0107
GO:0008460	dTDP-glucose 4,6-dehydratase activity	molecular_function	0.29490266666666665	0.156637	0.221392	0.486688	0.176628	0.305956	1e-5	0.163955
GO:0008470	isovaleryl-CoA dehydrogenase activity	molecular_function	1e-5	0.042342733333333334	1e-5	1e-5	1e-5	0.0611642	1e-5	0.065864
GO:0008474	palmitoyl-(protein) hydrolase activity	molecular_function	1e-5	0.05855666666666667	1e-5	1e-5	1e-5	1e-5	1e-5	0.17567
